number,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62
1,0.45955565571784973,1.0680041313171387,-2.2904598154127598e-05,0.40486499667167664,0.988290548324585,0.021323416382074356,0.3864853084087372,0.9040438532829285,0.013518535532057285,0.39911097288131714,0.8397130966186523,0.006390620954334736,0.4185434579849243,0.8029430508613586,0.004400335252285004,0.41756319999694824,0.8476219177246094,-0.05513501167297363,0.43486303091049194,0.7188954949378967,-0.06475693732500076,0.4376881718635559,0.6575194597244263,-0.06656849384307861,0.4414014220237732,0.6170470714569092,-0.06855333596467972,0.4537256956100464,0.8653008937835693,-0.07225663214921951,0.4700925648212433,0.7725340127944946,-0.059747956693172455,0.4569031596183777,0.8146886825561523,-0.044876426458358765,0.44938117265701294,0.8548879623413086,-0.0543261282145977,0.48836666345596313,0.8916379809379578,-0.08304058015346527,0.502925455570221,0.8085334897041321,-0.0714007094502449,0.48774662613868713,0.853451132774353,-0.04838009923696518,0.4796604812145233,0.8962222933769226,-0.05180560424923897,0.523435652256012,0.9236774444580078,-0.09279423207044601,0.5375473499298096,0.846285879611969,-0.07992660254240036,0.5234163403511047,0.8771546483039856,-0.060445934534072876,0.5147046446800232,0.9155270457267761,-0.059300344437360764
1,0.5142098665237427,1.0357296466827393,3.1037510780151933e-05,0.4466914236545563,0.9370002746582031,0.016113970428705215,0.4205712378025055,0.8420981168746948,0.01773644983768463,0.42756015062332153,0.7686437368392944,0.009132900275290012,0.4485511779785156,0.7120414972305298,0.0016337783308699727,0.43791258335113525,0.7840709090232849,0.036765169352293015,0.4426208734512329,0.7003617882728577,0.03754228726029396,0.44435742497444153,0.6457123160362244,0.03264006972312927,0.44829171895980835,0.5973788499832153,0.02637813240289688,0.47791197896003723,0.7911127209663391,0.012713194824755192,0.48197034001350403,0.7119225859642029,0.0008014312479645014,0.4716121256351471,0.7476856112480164,-0.021439118310809135,0.46995797753334045,0.7842381000518799,-0.033965036273002625,0.5169392228126526,0.8066827058792114,-0.011485070921480656,0.5206087827682495,0.7376384735107422,-0.016569340601563454,0.5031347274780273,0.7811229228973389,-0.02231801301240921,0.4998871982097626,0.821892499923706,-0.02939160168170929,0.5586997270584106,0.8292738795280457,-0.03597577288746834,0.5556765794754028,0.7740568518638611,-0.0366859994828701,0.5398235321044922,0.8063573241233826,-0.04177609831094742,0.5342735052108765,0.8440501689910889,-0.05091838166117668
1,0.6317061185836792,0.9156320691108704,1.2797591807611752e-05,0.5592979192733765,0.8348298072814941,-0.007612890563905239,0.5153130888938904,0.7440865635871887,-0.01769855245947838,0.5095545649528503,0.6725541353225708,-0.03638247027993202,0.5304689407348633,0.6273735761642456,-0.04983775317668915,0.546273410320282,0.6500318646430969,0.02276560850441456,0.5432203412055969,0.5578387379646301,-0.003570599714294076,0.5372915863990784,0.5092970132827759,-0.03718171641230583,0.5331567525863647,0.47657114267349243,-0.059893086552619934,0.5896322131156921,0.6613566279411316,0.0037219759542495012,0.5795385241508484,0.5783687233924866,-0.050771646201610565,0.5543291568756104,0.6239739060401917,-0.10954304039478302,0.5429336428642273,0.6735727190971375,-0.13803942501544952,0.632454514503479,0.686526894569397,-0.018491661176085472,0.6242383718490601,0.6226908564567566,-0.06299418956041336,0.5963322520256042,0.6722878217697144,-0.09642529487609863,0.585533618927002,0.7192720174789429,-0.11111562699079514,0.6759583353996277,0.7216117978096008,-0.04272938892245293,0.670635998249054,0.6709551811218262,-0.07493776082992554,0.6412644982337952,0.701069712638855,-0.10115757584571838,0.6260952949523926,0.7378280758857727,-0.11398895829916
1,0.6449543833732605,0.8987824320793152,-3.1532141292700544e-05,0.5729894638061523,0.7955870628356934,-0.007245370652526617,0.5502877235412598,0.704822301864624,-0.009593935683369637,0.5688009262084961,0.6405125856399536,-0.020384114235639572,0.6044244766235352,0.6187763214111328,-0.026047060266137123,0.5846547484397888,0.6397451162338257,0.04528644680976868,0.580232560634613,0.5434151291847229,0.04417369142174721,0.5749393701553345,0.486314058303833,0.0359603613615036,0.574621319770813,0.43446409702301025,0.03565576672554016,0.6242778897285461,0.6599099636077881,0.029169272631406784,0.6329696178436279,0.5653688907623291,-0.005783490836620331,0.6152632832527161,0.6032848358154297,-0.04581301659345627,0.6036012768745422,0.6517676115036011,-0.053918398916721344,0.6618591547012329,0.6898205876350403,0.010922675020992756,0.6735869646072388,0.6135911345481873,-0.022090595215559006,0.6501275300979614,0.657828688621521,-0.04816823452711105,0.6364991664886475,0.7028576731681824,-0.04895467311143875,0.7025238275527954,0.7285891175270081,-0.007516820915043354,0.709739089012146,0.6653446555137634,-0.030206380411982536,0.6891900300979614,0.6866122484207153,-0.045460399240255356,0.6761374473571777,0.7174144983291626,-0.05132037401199341
1,0.6872987151145935,0.8616148233413696,-3.777424353756942e-05,0.6201142072677612,0.7738322615623474,-0.009120045229792595,0.590263307094574,0.6934182047843933,-0.017644230276346207,0.6048665642738342,0.6318792700767517,-0.03631165251135826,0.6463653445243835,0.6349299550056458,-0.04640843719244003,0.6126535534858704,0.6193144917488098,0.043226633220911026,0.6069024205207825,0.5171031355857849,0.02412588708102703,0.6037941575050354,0.46146053075790405,0.01886473223567009,0.6032716631889343,0.40938782691955566,0.029367616400122643,0.6533419489860535,0.6319829821586609,0.02491932362318039,0.6586173176765442,0.54985111951828,-0.017747679725289345,0.6472086906433105,0.6180197596549988,-0.03210046514868736,0.6391770243644714,0.6649050116539001,-0.011670572683215141,0.6905771493911743,0.6561217308044434,0.0017693506088107824,0.6932559013366699,0.5996105074882507,-0.042357854545116425,0.6779708862304688,0.667504072189331,-0.05346925929188728,0.6706581711769104,0.7024133205413818,-0.03796245530247688,0.7296813130378723,0.6904988884925842,-0.02352304384112358,0.7303937673568726,0.6390773057937622,-0.04831025376915932,0.7152699828147888,0.6827005743980408,-0.05642751231789589,0.7090470790863037,0.7098454236984253,-0.05189468711614609
1,0.6920386552810669,0.8467669486999512,-2.786880031635519e-05,0.6317371129989624,0.7752694487571716,-0.018015867099165916,0.5934600234031677,0.6960784196853638,-0.040773894637823105,0.5979562997817993,0.6249754428863525,-0.0716441199183464,0.6414321064949036,0.6091026663780212,-0.09861348569393158,0.6246674060821533,0.6147781610488892,0.007576304022222757,0.6146899461746216,0.51441490650177,-0.02239171229302883,0.6122027635574341,0.45876866579055786,-0.032372355461120605,0.6126868724822998,0.4083009958267212,-0.02943570353090763,0.6659064292907715,0.6285759210586548,-0.011913025751709938,0.6602160334587097,0.5599619150161743,-0.0760381892323494,0.6483809351921082,0.6307108998298645,-0.10067833214998245,0.6474316120147705,0.6827095746994019,-0.09304428845643997,0.7039446234703064,0.652021050453186,-0.03525245189666748,0.6979463696479797,0.6065597534179688,-0.09687776118516922,0.6797105073928833,0.6737356781959534,-0.10764960199594498,0.678044855594635,0.7161414623260498,-0.09402670711278915,0.7438207864761353,0.6860408782958984,-0.06178593635559082,0.7388608455657959,0.6436995267868042,-0.10036555677652359,0.7197296619415283,0.6847977042198181,-0.11232202500104904,0.7148301601409912,0.7138317227363586,-0.10929986834526062
1,0.6879208087921143,0.8438095450401306,-9.298271470470354e-05,0.630517303943634,0.7823023200035095,-0.02622935175895691,0.5932601094245911,0.7026696801185608,-0.06053829565644264,0.6016079783439636,0.636695146560669,-0.09993351995944977,0.6430153250694275,0.6249051690101624,-0.13395288586616516,0.6218290328979492,0.6154521107673645,-0.014950775541365147,0.6147054433822632,0.5156826376914978,-0.05621279031038284,0.6128348112106323,0.45703333616256714,-0.07668718695640564,0.6141378879547119,0.40369266271591187,-0.08232255280017853,0.6642702221870422,0.629433810710907,-0.03378736600279808,0.6573177576065063,0.5635738372802734,-0.1098647490143776,0.6456922888755798,0.6375274658203125,-0.13115006685256958,0.6444501280784607,0.6864373087882996,-0.11965087801218033,0.7032278180122375,0.6542685031890869,-0.05889324098825455,0.6967059969902039,0.6143393516540527,-0.12828657031059265,0.6792303323745728,0.6815232634544373,-0.1377774477005005,0.6777716875076294,0.7181087136268616,-0.12321337312459946,0.7429225444793701,0.6888943314552307,-0.08755344897508621,0.7372536659240723,0.6497042775154114,-0.13020914793014526,0.7179052829742432,0.6934837102890015,-0.14171481132507324,0.7129525542259216,0.7202820777893066,-0.13882704079151154
1,0.685435950756073,0.8354020118713379,-8.62928427523002e-05,0.6271125674247742,0.7729679346084595,-0.026426028460264206,0.5881922841072083,0.697081446647644,-0.05922139436006546,0.594176709651947,0.6262057423591614,-0.09754578769207001,0.637766420841217,0.607873260974884,-0.13017788529396057,0.6192477941513062,0.6101123094558716,-0.013166376389563084,0.6102038621902466,0.5108655095100403,-0.053297530859708786,0.6062111258506775,0.45321375131607056,-0.07570146769285202,0.6067473888397217,0.40022262930870056,-0.08232060819864273,0.662768542766571,0.6244179010391235,-0.0317813865840435,0.6527000069618225,0.5619800686836243,-0.10406271368265152,0.6403390765190125,0.6319599151611328,-0.1298510879278183,0.6409674882888794,0.6772173643112183,-0.12458960711956024,0.7020021677017212,0.6497792601585388,-0.056354403495788574,0.6907010078430176,0.6160444021224976,-0.12179190665483475,0.6743029952049255,0.6816280484199524,-0.13253739476203918,0.6761349439620972,0.715158224105835,-0.12208931893110275,0.7418038845062256,0.6840652823448181,-0.085150346159935,0.7327541708946228,0.6486452221870422,-0.12256936728954315,0.7132736444473267,0.6915464401245117,-0.13207471370697021,0.7105236053466797,0.7167063355445862,-0.12905924022197723
1,0.6777492165565491,0.8256334066390991,-8.044524292927235e-05,0.623736560344696,0.7653899192810059,-0.032053351402282715,0.5861788392066956,0.6924824118614197,-0.0709945559501648,0.5896561741828918,0.6264448761940002,-0.11481259018182755,0.6303005218505859,0.6081644892692566,-0.15151731669902802,0.616590678691864,0.602217435836792,-0.029817236587405205,0.6085429787635803,0.5025008916854858,-0.07371285557746887,0.6053705811500549,0.44546306133270264,-0.09801240265369415,0.6066263914108276,0.3937870264053345,-0.10717824101448059,0.6589964032173157,0.6183009147644043,-0.047767020761966705,0.650653064250946,0.5608718395233154,-0.12467136234045029,0.6388154625892639,0.6331105828285217,-0.14908790588378906,0.6389358639717102,0.6776321530342102,-0.1428205966949463,0.6969349384307861,0.6441588997840881,-0.07198184728622437,0.6891290545463562,0.6102048754692078,-0.14022716879844666,0.6722363233566284,0.6744709610939026,-0.14899548888206482,0.6714303493499756,0.7075803279876709,-0.13848347961902618,0.7350789904594421,0.6788983345031738,-0.1005043238401413,0.7321369051933289,0.6416754126548767,-0.14073346555233002,0.7127184867858887,0.6826999187469482,-0.15102826058864594,0.7069380283355713,0.7082092761993408,-0.1488608866930008
1,0.6738959550857544,0.8190755248069763,-8.723377686692402e-05,0.6195029020309448,0.763031005859375,-0.03435065597295761,0.5820915699005127,0.6859225630760193,-0.07488478720188141,0.589184582233429,0.6168097257614136,-0.11985316872596741,0.6295698285102844,0.6009494066238403,-0.15804608166217804,0.6126535534858704,0.5958966612815857,-0.026599319651722908,0.6060162782669067,0.49539804458618164,-0.07540034502744675,0.6042313575744629,0.4374074935913086,-0.10166604071855545,0.6072128415107727,0.3823659420013428,-0.11059027165174484,0.6554973125457764,0.6108295917510986,-0.0434253104031086,0.6463339924812317,0.5519495606422424,-0.1275850534439087,0.6336724758148193,0.6285623908042908,-0.1465633660554886,0.6351704001426697,0.6692340970039368,-0.13182421028614044,0.6944810748100281,0.6357254385948181,-0.06808798015117645,0.6843705177307129,0.601564884185791,-0.14239037036895752,0.6673301458358765,0.6699692010879517,-0.1470637023448944,0.6696968078613281,0.6991709470748901,-0.1297648400068283,0.7343214750289917,0.6690050959587097,-0.09730175882577896,0.7260944843292236,0.6324451565742493,-0.1386483907699585,0.7055545449256897,0.6776951551437378,-0.14603979885578156,0.7029303908348083,0.7006706595420837,-0.13948754966259003
