number,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62
5,0.562251091003418,0.6968210935592651,-3.985659350291826e-05,0.4992492198944092,0.6665825843811035,-0.037379954010248184,0.44551652669906616,0.5900779962539673,-0.050071995705366135,0.40779662132263184,0.5240287184715271,-0.06624016165733337,0.37113064527511597,0.4854414165019989,-0.08569133281707764,0.49775853753089905,0.4738660752773285,-0.015274472534656525,0.47065335512161255,0.38957953453063965,-0.030680662021040916,0.45552384853363037,0.33637735247612,-0.05047851428389549,0.4454163908958435,0.2887708842754364,-0.06740736216306686,0.5413045287132263,0.46357011795043945,-0.01679951138794422,0.5328459143638611,0.3675212264060974,-0.02017921954393387,0.5278103947639465,0.3074984550476074,-0.04545271396636963,0.5250846147537231,0.2529125511646271,-0.06780029088258743,0.5824785232543945,0.4794151186943054,-0.02304740995168686,0.5913774371147156,0.39273375272750854,-0.032422490417957306,0.5980175733566284,0.3390995264053345,-0.05912451818585396,0.6013135313987732,0.2908470928668976,-0.08326631039381027,0.6224524974822998,0.5147733092308044,-0.03296637162566185,0.648023247718811,0.4574127793312073,-0.050657741725444794,0.6665140986442566,0.4220367670059204,-0.07277379930019379,0.6804739236831665,0.38321012258529663,-0.0923389345407486
5,0.5660001635551453,0.6951304078102112,-4.885362068307586e-05,0.5031537413597107,0.6596382856369019,-0.04371263086795807,0.4498576819896698,0.58695387840271,-0.06504059582948685,0.4118858277797699,0.5239949226379395,-0.08716145157814026,0.37179726362228394,0.4821389615535736,-0.11527784168720245,0.49755725264549255,0.4704132378101349,-0.04124158248305321,0.46905404329299927,0.3839912414550781,-0.06674294918775558,0.4546622037887573,0.32715481519699097,-0.09380645304918289,0.4437280595302582,0.2784419655799866,-0.11344864964485168,0.540877640247345,0.45936158299446106,-0.04476726055145264,0.5318737626075745,0.3615725636482239,-0.055008694529533386,0.5258371233940125,0.3014846742153168,-0.08181202411651611,0.5200545787811279,0.25026607513427734,-0.10657628625631332,0.5825921297073364,0.47292327880859375,-0.053521424531936646,0.5871536731719971,0.38339680433273315,-0.07216182351112366,0.5907553434371948,0.3279450535774231,-0.10068898648023605,0.591255247592926,0.27962011098861694,-0.12430823594331741,0.6237920522689819,0.5060443878173828,-0.066080741584301,0.6493869423866272,0.44567403197288513,-0.0905417799949646,0.6675671339035034,0.4072697162628174,-0.11256000399589539,0.6820538640022278,0.3685193955898285,-0.13170363008975983
5,0.5729060769081116,0.6866888999938965,-5.404066905612126e-05,0.5066843628883362,0.6500320434570312,-0.04259975627064705,0.4527919292449951,0.5807384252548218,-0.06401544064283371,0.4144000709056854,0.5180124044418335,-0.0867154449224472,0.37718290090560913,0.47448796033859253,-0.11522609740495682,0.49942949414253235,0.46099939942359924,-0.034326840192079544,0.46998023986816406,0.3746439516544342,-0.06011100485920906,0.4552162289619446,0.31817764043807983,-0.09035342931747437,0.443901002407074,0.26968061923980713,-0.11272148787975311,0.5428205132484436,0.44861575961112976,-0.03851291909813881,0.5321071147918701,0.3501827120780945,-0.04820391908288002,0.5259140729904175,0.288692444562912,-0.0762564018368721,0.5200693607330322,0.2367073893547058,-0.10106891393661499,0.5848243236541748,0.4606422185897827,-0.04849173128604889,0.5885416865348816,0.372199684381485,-0.0648895725607872,0.5922572016716003,0.31698933243751526,-0.09235106408596039,0.5927671790122986,0.2689889669418335,-0.11510220915079117,0.626758337020874,0.4926510155200958,-0.06236312538385391,0.6523266434669495,0.43176114559173584,-0.08479715138673782,0.6699385643005371,0.39279651641845703,-0.10518553107976913,0.6834498643875122,0.3537760078907013,-0.12243858724832535
5,0.5728980302810669,0.6926776766777039,-4.137106952839531e-05,0.509890615940094,0.6554116010665894,-0.04296993836760521,0.4553256332874298,0.5816885232925415,-0.06076156347990036,0.41668665409088135,0.5166199803352356,-0.07900374382734299,0.37801307439804077,0.4756688177585602,-0.10242763161659241,0.5031725168228149,0.4644274413585663,-0.033478956669569016,0.47349268198013306,0.38007307052612305,-0.05439791828393936,0.45764368772506714,0.3248043656349182,-0.07729919999837875,0.4452856183052063,0.2767108678817749,-0.0945836529135704,0.5465903878211975,0.4520111680030823,-0.03423094004392624,0.5349739193916321,0.35481858253479004,-0.04011642187833786,0.526839554309845,0.2951853275299072,-0.06449032574892044,0.5192322731018066,0.24321109056472778,-0.08689568936824799,0.5892638564109802,0.4647955596446991,-0.040538642555475235,0.5920993089675903,0.37558406591415405,-0.0549587607383728,0.5947794914245605,0.32091206312179565,-0.0795067548751831,0.594398558139801,0.273773729801178,-0.10120987147092819,0.6318615078926086,0.49714720249176025,-0.0504891499876976,0.6563931107521057,0.43565160036087036,-0.07147643715143204,0.6728617548942566,0.39622125029563904,-0.09148743748664856,0.6847317218780518,0.35734280943870544,-0.10981009900569916
5,0.5779973864555359,0.6930820941925049,-4.234760126564652e-05,0.514154314994812,0.6542811393737793,-0.04278923198580742,0.4596036672592163,0.582287073135376,-0.06058641895651817,0.42115160822868347,0.5183464884757996,-0.07841558009386063,0.38277754187583923,0.47966182231903076,-0.10113217681646347,0.5058040618896484,0.4658719599246979,-0.03328971564769745,0.47633033990859985,0.3811799883842468,-0.05500873550772667,0.46180105209350586,0.32584965229034424,-0.07885253429412842,0.45097774267196655,0.2777860164642334,-0.09735464304685593,0.5494388341903687,0.45317602157592773,-0.03410346433520317,0.538685142993927,0.3555039167404175,-0.03971891477704048,0.5314943194389343,0.29560041427612305,-0.06531588733196259,0.5248554348945618,0.24367810785770416,-0.08922851085662842,0.5917624831199646,0.465043306350708,-0.039948150515556335,0.5941833853721619,0.37609225511550903,-0.05380678176879883,0.5973954796791077,0.32176870107650757,-0.07964612543582916,0.5976592898368835,0.2746468782424927,-0.10199621319770813,0.6340181231498718,0.49604374170303345,-0.04997966066002846,0.6576448678970337,0.4364340305328369,-0.07053840160369873,0.6741365790367126,0.39807894825935364,-0.09025938808917999,0.6862979531288147,0.3597393035888672,-0.10838177055120468
5,0.5798591375350952,0.6980492472648621,-3.348695827298798e-05,0.5169658660888672,0.6576897501945496,-0.03977765887975693,0.46252402663230896,0.5865763425827026,-0.05771111696958542,0.42382436990737915,0.5242149829864502,-0.07688528299331665,0.38576245307922363,0.48486462235450745,-0.1016978845000267,0.5091515779495239,0.47068896889686584,-0.034223753958940506,0.479658305644989,0.38677722215652466,-0.05612700432538986,0.46418678760528564,0.3313867747783661,-0.07920754700899124,0.45216259360313416,0.28337132930755615,-0.09677190333604813,0.5522191524505615,0.45957010984420776,-0.03633590787649155,0.5415890216827393,0.36174434423446655,-0.04331615939736366,0.5333505868911743,0.3019587993621826,-0.06817205250263214,0.5251930356025696,0.24997051060199738,-0.09076513350009918,0.5940985679626465,0.4725553095340729,-0.043095096945762634,0.5969586968421936,0.38374093174934387,-0.0587746724486351,0.5991175174713135,0.32848793268203735,-0.08367964625358582,0.5979380011558533,0.28051555156707764,-0.10435562580823898,0.6353926658630371,0.5042741298675537,-0.05317617207765579,0.6602169871330261,0.4429543614387512,-0.07539665699005127,0.6766842007637024,0.4034041166305542,-0.09554913640022278,0.6883032321929932,0.3644792437553406,-0.11265750974416733
5,0.5758533477783203,0.7096711993217468,-3.219079371774569e-05,0.514899492263794,0.6725708842277527,-0.0452706478536129,0.4618867039680481,0.5972485542297363,-0.06340675801038742,0.42425060272216797,0.5321969985961914,-0.08242490142583847,0.3855929970741272,0.4918648600578308,-0.10617348551750183,0.5080357193946838,0.47940701246261597,-0.032515957951545715,0.4804515242576599,0.39521005749702454,-0.05285689979791641,0.46591299772262573,0.3391147255897522,-0.07563022524118423,0.4554646611213684,0.28987082839012146,-0.09405964612960815,0.5512906908988953,0.4676119387149811,-0.032379575073719025,0.5409976243972778,0.3703744411468506,-0.0381382592022419,0.533913791179657,0.30867838859558105,-0.06274960935115814,0.5285614728927612,0.2552478313446045,-0.08554646372795105,0.5935006141662598,0.4818058907985687,-0.0377323292195797,0.5969566106796265,0.3943965435028076,-0.05284716188907623,0.5999466776847839,0.33950871229171753,-0.07917974144220352,0.6002338528633118,0.29160434007644653,-0.10233699530363083,0.6354053020477295,0.5156068205833435,-0.04782586544752121,0.6596167683601379,0.45601794123649597,-0.0700015276670456,0.6760149598121643,0.41797056794166565,-0.09107916057109833,0.688498854637146,0.3782731294631958,-0.10923676192760468
5,0.5782418251037598,0.7144739627838135,-4.907788024866022e-05,0.5168702006340027,0.675403356552124,-0.041428595781326294,0.4635128676891327,0.60268634557724,-0.06082043796777725,0.4253438413143158,0.5383546352386475,-0.08080623298883438,0.38638001680374146,0.4987008273601532,-0.10661826282739639,0.5106382966041565,0.48461857438087463,-0.035106901079416275,0.48162955045700073,0.4008292257785797,-0.05827977508306503,0.46669602394104004,0.3454030752182007,-0.08239187300205231,0.4550861716270447,0.2972410023212433,-0.10027533769607544,0.5538911819458008,0.4732297658920288,-0.03703339025378227,0.5435295104980469,0.376038521528244,-0.04467477276921272,0.5357634425163269,0.31608790159225464,-0.06926465779542923,0.5284035205841064,0.26405632495880127,-0.09197854995727539,0.5961611270904541,0.4867510497570038,-0.04413820058107376,0.599307119846344,0.39843714237213135,-0.05969821289181709,0.6016439199447632,0.34310010075569153,-0.08489640057086945,0.6007113456726074,0.29502028226852417,-0.10614675283432007,0.6378000974655151,0.5192565321922302,-0.05486680939793587,0.6623901128768921,0.45833224058151245,-0.0768948346376419,0.6788918972015381,0.41896945238113403,-0.09675215184688568,0.690805196762085,0.3796321749687195,-0.1133284866809845
5,0.5795231461524963,0.7266504168510437,-4.6781085984548554e-05,0.517752468585968,0.6900676488876343,-0.043607015162706375,0.4650076627731323,0.6141229271888733,-0.06276292353868484,0.42702916264533997,0.5486379861831665,-0.08318458497524261,0.38774627447128296,0.50777268409729,-0.1087244525551796,0.5117476582527161,0.49481257796287537,-0.03579140454530716,0.4824294149875641,0.4103756844997406,-0.05793200433254242,0.4676431119441986,0.3536111116409302,-0.0806528702378273,0.4571458101272583,0.30367493629455566,-0.09844193607568741,0.5556946992874146,0.48320668935775757,-0.037066567689180374,0.5462859272956848,0.38593804836273193,-0.04428567737340927,0.5394299626350403,0.3244748115539551,-0.0697353184223175,0.5338160991668701,0.2709113359451294,-0.09338411688804626,0.5981727838516235,0.4974648058414459,-0.043252184987068176,0.6032994389533997,0.4094651937484741,-0.059334415942430496,0.6073539853096008,0.353388249874115,-0.08608505874872208,0.6076287627220154,0.3046222925186157,-0.10983026772737503,0.6393075585365295,0.5312899947166443,-0.053362250328063965,0.6650152206420898,0.47070881724357605,-0.07653117924928665,0.6826930046081543,0.43183761835098267,-0.09808160364627838,0.6955505609512329,0.39184173941612244,-0.11624117195606232
5,0.5792554616928101,0.7225686311721802,-4.328541035647504e-05,0.516793966293335,0.6849019527435303,-0.04580384120345116,0.4645308256149292,0.6105332970619202,-0.06656484305858612,0.42642122507095337,0.5470049977302551,-0.08798176050186157,0.3871263861656189,0.506018340587616,-0.11553918570280075,0.5126429200172424,0.49253106117248535,-0.039079196751117706,0.4824936091899872,0.4050582945346832,-0.06722205132246017,0.4669908285140991,0.3483920395374298,-0.09624732285737991,0.45522481203079224,0.29971638321876526,-0.11773911863565445,0.5566214323043823,0.48027294874191284,-0.042153023183345795,0.5476991534233093,0.38025304675102234,-0.05248326435685158,0.5404387712478638,0.3182802200317383,-0.08004026114940643,0.5335167050361633,0.2660158574581146,-0.1044325903058052,0.5989683866500854,0.4926011264324188,-0.05149676650762558,0.6049491763114929,0.4020974338054657,-0.07060515880584717,0.6095442771911621,0.345709890127182,-0.09916046261787415,0.6106927394866943,0.29686903953552246,-0.1231469213962555,0.6405520439147949,0.5246667265892029,-0.06522330641746521,0.6680951118469238,0.4627477526664734,-0.09065139293670654,0.686960756778717,0.42243820428848267,-0.1124320849776268,0.7017405033111572,0.3822208046913147,-0.13066628575325012
